doc_idn,gnd_idn,gnd_label
1154851079,04068007X,Zuckerrübenanbau
1154851079,040618390,Unkrautbekämpfung
1154851079,94618576X,Hackmaschine
1154851079,040142388,Elektroantrieb
115487141X,1148761314,Deutschland
115487141X,041518039,Elektrogerät
115487141X,953928268,Produktverantwortung
115487141X,04057542X,Stiftung
115487141X,040054152,Beliehener Unternehmer
115487141X,040488357,Rechtsschutz
1154944956,040118827,Deutschland
1154944956,041166345,Strafverfahren
1154944956,041760735,Prozessökonomie
1154944956,042578078,Prozessbeschleunigung
1154944956,101379222X,Beweisverwertung
1154944956,042474825,Beschränkung
1154944956,040578127,Strafzumessung
1154944980,040118827,Deutschland
1154944980,040006042,Ärztliche Aufklärungspflicht
1154944980,040063313,Beweislast
1154944980,1021407062,Arzthaftung
1154962946,040737578,Kraftfahrzeug
1154962946,041210417,Bordnetz
1154962946,041275012,Ethernet
1154962946,940573814,Teilnetz
1154962946,043143393,Netzwerkverwaltung
1154962946,103238512X,Steuergerät
1154962946,954458540,Abschaltung
1154962946,041248333,Energiemanagement
1154962946,994520042,Energieeffizienz
1154963128,971878773,Übersetzungsspeicher
1154963128,040039668,Maschinelle Übersetzung
1154963128,041146352,Morphosyntax
1154963128,95104124X,Systemintegration
1154971791,953750922,Familienbetrieb
1154971791,040163970,Familie
1154971791,041512766,Einfluss
1154971791,040786056,Unternehmenskrise
1154971791,041328132,Hysterese
1155004523,041818520,Sordaria macrospora
1155004523,949682594,Autophagie
1155097408,041644654,Kognitive Kompetenz
1155097408,940158361,CREB
1155097408,04264352X,Genetische Variabilität
1155097688,040305503,Kind
1155097688,041234367,Intelligenzstörung
1155097688,040777448,Sprachverstehen
1155097688,041296095,Gebärdensprache
1155097688,04113303X,Diagnostik
1155167015,041293215,Ecuador
1155167015,04112555X,Aquakultur
1155167015,041559673,Garnelen
1155167015,040022579,Antibiotikum
1155167015,041431804,Arzneimittelresistenz
1155167015,041882105,Vibrio
1155167015,961349700,Prävalenz
1155167082,041721934,Nutzgeflügel
1155167082,959766499,Riemerella anatipestifer
1155167082,1046348795,Ornithobacterium rhinotracheale
1155167082,042686032,Resistenzbestimmung
1155167082,040022579,Antibiotikum
1155167104,041604938,Holstein-Friesian-Rind
1155167104,042682746,Postpartale Phase
1155167104,947676724,Tiergesundheit
1155167104,04169919X,Milchleistung
1155167104,04146088X,Blutserum
1155167104,041340299,Phosphate
1155167104,963974114,Hypophosphatämie
1155167139,041796527,Schlachtschwein
1155167139,041449576,Betäubung
1155167139,041256395,Stickstoff
1155167139,040601315,Tierschutz
1155167139,941471470,Fleischbeschaffenheit
1155168747,040268616,Industrieroboter
1155168747,040386627,Mensch-Maschine-System
1155168747,04137374X,Crash-Test
1155168747,041508602,Dummy
1155168747,972601422,Kollisionserkennung
1155168747,041243978,Verletzung
1155168747,041987853,Gefährdungsanalyse
1155168747,042090377,Prüfstand
1155168747,041992555,Kollisionsschutz
1155168747,042480582,Montagesystem
1155406125,113919884X,Lichtscheibenmikroskopie
1155406125,1072718863,STED-Mikroskopie
1155406125,041676025,Lichtstreuung
1155406125,040693597,Bessel-Funktionen
1155406125,1095942506,Superauflösbarkeit
1155406125,042909589,Fluoreszenzmikroskopie
115541019X,040118827,Deutschland
115541019X,040221490,Großbetrieb
115541019X,041208234,Abschlussprüfer
115541019X,041284089,Honorar
115541019X,040118827,Deutschland
115541019X,040221490,Großbetrieb
115541019X,040729869,Jahresabschlussprüfung
115541019X,040479668,Qualität
1155421019,04061963X,Unternehmen
1155421019,043264646,Nachhaltigkeit
1155421019,040616193,Umweltbelastung
1155421019,04138914X,Produktionssystem
1155421019,040656853,Wertschöpfung
1155421019,041766016,Quantifizierung
1155439007,96887410X,Kaukasus
1155439007,041706498,Müllkompost
1155439007,041727770,Organischer Abfall
1155439007,949022691,Aerobe Behandlung
1155439007,040344029,Landwirtschaft
1155439007,041649192,Kompostierung
1155439007,043264646,Nachhaltigkeit
1155587278,040789217,Visuelle Wahrnehmung
1155587278,971576181,Bildwissenschaft
1155596447,042157978,Steckverbinder
1155596447,041517334,Elektrischer Kontakt
1155596447,1012214044,Kritische Stromdichte
1155596447,041390776,Erwärmung
1155596447,041651448,Kontaktwiderstand
1155596447,041285352,Temperaturabhängiger Widerstand
1155596447,04192147X,Stoffeigenschaft
1155596447,04129730X,Sensitivitätsanalyse
1155596447,946934827,Parametrisierung
1155596447,041393112,Methodisches Konstruieren
1155722264,040445127,Papageien
1155722264,04146351X,Bornavirus
1155722264,041884019,Virusinfektion
1155761111,040118827,Deutschland
1155761111,041287746,Tierarzt
1155761111,040026418,Arbeitsbedingungen
1155761111,040028186,Arbeitszufriedenheit
1155923529,041263928,Karosseriebau
1155923529,981829619,Presswerk
1155923529,041289978,Werkstück
1155923529,947337911,Formabweichung
1155923529,041618327,Inprozesskontrolle
1155923529,04195923X,Abstandsmessung
1155923529,040388247,Sensor
1155923529,040272389,Integration
1155923529,040655962,Werkzeug
1156008409,1342111613,Nicht-alkoholische Fettleber-Erkrankung
1156008409,120246193X,Chemokinrezpetor
1156010659,040392384,Mikroskopie
1156011175,04002394X,Apartheid
1156011175,040792625,Widerstand
1156011175,040288080,Juden
1156011175,119024831X,Antiapartheidbewegung
1156012171,042497183,Indiumarsenid
1156012171,040191559,Galliumarsenid
1156012171,042633966,Quantenpunkt
1156012171,041518977,Elektronenstrahllithografie
1156012171,041403770,Kathodolumineszenz
1156013291,040118827,Deutschland
1156013291,949107816,Technische Innovation
1156013291,040781763,Technikbewertung
1156013291,041618173,Innovationsmanagement
1156013291,042151619,Technologiemanagement
1156014328,040767590,RNS
1156014328,1344156339,G-Quadruplex
1156014328,040201368,Genexpression
1156014328,04138248X,Zellproteine
1156014328,040649377,Wechselwirkung
1156015847,041139976,Immobilienwirtschaft
1156015847,04066807X,Wohnungswirtschaft
1156015847,040701026,Controlling
1156015847,041279549,Deckungsbeitragsrechnung
1156015847,040152294,Erfolgsrechnung
1156015847,041697936,Mietpreis
1156015847,041756215,Preiskalkulation
1156016797,041356446,Germanium
1156016797,041306724,Dotierung
1156016797,041369416,Photodetektor
1156016797,959579109,Pump-Probe-Technik
1156018269,042633966,Quantenpunkt
1156018269,1118647580,Mikrolinse
1156018269,041403770,Kathodolumineszenz
1156018269,042620899,Bragg-Reflektor
1156018269,1008757039,Einzelphotonenemission
1156177618,042629012,Automatisches Getriebe
1156177618,040479684,Qualitätskontrolle
1156177618,041760859,Prüfautomat
1156177618,041165594,Speicherprogrammierte Steuerung
1156177618,042090377,Prüfstand
1156177618,964766485,Hardware-in-the-loop
1156177790,040760014,Personenkraftwagen
1156177790,041535804,Fahrzeuggetriebe
1156177790,940986973,Numerisches Modell
1156177790,042106893,Parameteridentifikation
1156177790,042090377,Prüfstand
1156177790,944710255,Rekursives neuronales Netz
1156177790,99459285X,Doppelkupplungsgetriebe
1156177790,04148259X,Computersimulation
1156179572,043215548,LLDPE
1156179572,940627221,Rotationsformen
1156179572,041660714,Kunststoffpulver
1156179572,041763580,Pulververdichtung
1156179572,041751779,Polyethylenglykole
1156179572,041124510,Additiv
1156179904,041648315,Kommutatormotor
1156179904,040310922,Kleinmotor
1156179904,041230426,Dauermagneterregter Gleichstrommotor
1156179904,1007378697,Bürstenfeuer
1156179904,04148259X,Computersimulation
1156179904,959149619,Rapid Prototyping
1156179904,042090377,Prüfstand
1156179904,041360850,Ordnungsreduktion
1156179904,042084768,Hilfseinrichtung
1156179904,041277988,Kraftfahrzeugmotor
1156180759,041726863,Optisches Nachrichtenübertragungssystem
1156180759,041917308,Digitales Nachrichtenübertragungssystem
1156181828,041858379,Tragflügelumströmung
1156181828,042401992,Vorderkante
1156181828,959377085,Tollmien-Schlichting-Welle
1156181828,042100984,Widerstandsverminderung
1156181828,949046388,Grenzschichtbeeinflussung
1156181828,952251175,Querströmung
1156181828,04048971X,Regelung
1156181828,041989147,Aktor
1156181828,041749413,Pneumatisches Bauelement
1156181828,041899407,Windkanal
1156181879,041745248,Fotometrie
1156181879,042133238,Leuchte
1156181879,041251547,Lumineszenzdiode
1156181879,960997563,Weißes Licht
1156181879,041536878,Farbabstand
1156181879,042183006,Spektroradiometrie
1156181879,041579186,Goniometer
1156181879,041540239,Fernfeld
1156181879,041617886,Innenraumbeleuchtung
1156181992,041139976,Immobilienwirtschaft
1156181992,04066807X,Wohnungswirtschaft
1156181992,040701026,Controlling
1156181992,041279549,Deckungsbeitragsrechnung
1156181992,040152294,Erfolgsrechnung
1156181992,041697936,Mietpreis
1156181992,041756215,Preiskalkulation
1156184983,040162974,Fahrrad
1156184983,04243579X,Allradlenkung
1156184983,041401956,Fahrstabilität
1156184983,041702972,Modellierung
1156184983,040063216,Bewegungsgleichung
1156184983,043161545,Lagrange-Formalismus
1156185718,040118827,Deutschland
1156185718,041204743,Immobilienanlage
1156185718,041210689,Bürohaus
1156185718,041622448,Investitionsentscheidung
1156185718,042776058,Präferenzordnung
1156187192,04017672X,Flugzeug
1156187192,041282760,Triebwerk
1156187192,040340465,Lärm
1156187192,043156169,LES
1156269849,1072179776,Industrie 4.0
1156269849,1069505412,Cyber-physisches System
1156269849,952694840,Logistiksystem
1156270421,042298814,Konsumgüterhandel
1156270421,041502523,Distributionslogistik
1156270421,040224929,Güterverkehr
1156270421,041238575,Nutzfahrzeug
1156270421,041517954,Elektrofahrzeug
1156270421,040063402,Bewertung
1156271533,040118827,Deutschland
1156271533,041204743,Immobilienanlage
1156271533,041210689,Bürohaus
1156271533,041622448,Investitionsentscheidung
1156271533,042776058,Präferenzordnung
1156273102,041875745,Verbrauchsgüterindustrie
1156273102,952694840,Logistiksystem
1156273102,041502523,Distributionslogistik
1156276632,952319950,Functional Food
1156276632,04123619X,Lebensmittelinhaltsstoff
1156276632,041698657,Mikroverkapselung
1156276632,040059960,Beschichten
1156276632,041474546,Cellulose
1156276632,04117660X,Wirbelschichtverfahren
1156276853,042310075,Antriebswelle
1156276853,041273303,Gelenkwelle
1156276853,042282497,Geschweißtes Bauteil
1156276853,041402030,Festwalzen
1156276853,040061787,Betriebsfestigkeit
1156334624,964381699,Supply Chain Management
1156334624,043084133,Logistikunternehmen
1156334624,041835808,Straßengüterverkehr
1156334624,043264646,Nachhaltigkeit
1156334624,041402308,Lieferantenwahl
1156349907,997747706,Kontraktlogistik
1156349907,042242444,Dienstleistungsangebot
1156349907,041618173,Innovationsmanagement
1156349907,042151619,Technologiemanagement
1156459966,040006263,Ästhetik
1156459966,041143337,Kunst
1156459966,040052486,Begriff
1156461553,041481410,Cobaltlegierung
1156461553,041377672,Superlegierung
1156461553,042165946,Legierungselement
1156461553,04193167X,Thermophysikalische Eigenschaft
1156461553,042179610,Mechanische Eigenschaft
1156461553,041481410,Cobaltlegierung
1156461553,041358708,Nickellegierung
1156461553,041377672,Superlegierung
1156461553,042165946,Legierungselement
1156461553,04193167X,Thermophysikalische Eigenschaft
1156461553,042179610,Mechanische Eigenschaft
1156461774,040099377,China
1156461774,041132920,Deutsch
1156461774,040714616,Fremdsprachenlernen
1156461774,04251178X,Schlussfolgern
1156461774,040625532,Verb
1156461774,041132149,Chinesisch
1156461774,040409627,Muttersprache
1156462126,040737578,Kraftfahrzeug
1156462126,960767053,Fahrerassistenzsystem
1156462126,041321650,Fahrerverhalten
1156462126,994520042,Energieeffizienz
1156462126,041393740,Architektur
1156462126,041303504,Referenzmodell
1156462177,040420116,"New York, NY"
1156462177,118523775,Darboven
1156462177,118699644,Haacke
1156462177,118628984,Walther
1156462177,040323544,Concept-art
1156462177,947839798,Skripturale Kunst
1156533759,968380425,Feline infektiöse Peritonitis
1156533759,041842170,Symptom
1156533759,041236017,Laborparameter
1156536669,040068773,Biomasse
1156536669,041435184,Ausgangsmaterial
1156536669,040756955,Organische Synthese
1156536669,040159558,Exergie
1156536669,041331133,Energiebilanz
1156536669,04133115X,Stoffbilanz
1156603331,040118827,Deutschland
1156603331,040679667,Zootiere
1156603331,041709276,Mykobakterien
1156677831,040118827,Deutschland
1156677831,040537714,Schwarzarbeit
1156677831,041127013,Bekämpfung
1156677831,040578038,Strafverfolgung
1156680840,042754879,Photorefraktiver Kristall
1156680840,041541219,Ferroelektrikum
1156680840,041679288,Lithiumniobat
1156680840,953789896,Lithiumtantalate
1156680840,041439945,Bandstruktur
1156680840,041573900,Gitterschwingung
1156680840,041238877,Optische Eigenschaft
1156680840,042585147,Dichtefunktionalformalismus
1156681006,041578198,Gold
1156681006,04133759X,Silber
1156681006,042045304,Nanostruktur
1156681006,040420965,Nichtlineare Optik
1156681006,1240784643,Plasmonik
1156713544,040149889,Enzym
1156713544,041846907,Temperaturbeständigkeit
1156713544,042221552,Umweltprobe
1156713544,991480465,Metagenom
1156713544,042361605,Genbibliothek
1156713544,041222237,Isolierung
1156714532,942181018,Buchenholz
1156714532,1084654067,Torrefizierung
1156714532,041144910,Mahlen
1156714532,040169618,Feuchtigkeit
1156714532,041771257,Reaktionswärme
1156714532,041331133,Energiebilanz
1156714532,040663876,Wirkungsgrad
1156714532,041366077,Prozessanalyse
1156921112,118510460,Beuys
1156921112,041737504,Performance
1156921112,042602777,Das @Autobiografische
1156921112,041223497,Selbstdarstellung
1157010210,041746120,Physiklehrer
1157010210,041673875,Lernaufgabe
1157010210,040486893,Realschule
1157010210,040236838,Hauptschule
1157010210,977693015,Didaktische Rekonstruktion
1157094627,041207262,Memory-Legierung
1157094627,041358708,Nickellegierung
1157094627,041855620,Titanlegierung
1157094627,041310500,Martensitumwandlung
1157094627,941494578,Durchstrahlungselektronenspektroskopie
1157094686,040118827,Deutschland
1157094686,040181456,Frankreich
1157094686,040787044,USA
1157094686,940431181,Europäische Union
1157094686,040745775,Marke
1157094686,042778107,Register
1157094686,040745805,Markenrecht
1157094686,041157125,Rechtsvergleich
1158659644,042492254,Ernteverfahren
1158659644,040606805,Transport
1158659644,040343162,Landmaschine
1158659644,968337562,Kontextbezogenes System
1158659644,041393740,Architektur
1158662661,040118827,Deutschland
1158662661,04021365X,GmbH
1158662661,040206165,Gesellschafter
1158662661,040488128,Rechtsnorm
1158662661,042467896,Durchsetzung
1158900678,040310310,Klein- und Mittelbetrieb
1158900678,041450655,Betriebssport
1158900678,042946115,Gesundheitsförderung
1159506779,118532847,Fichte
1159506779,040607194,Transzendentalphilosophie
1159506779,041723023,Objekt
1159506779,04270765X,Urteil
1159506795,042742374,Broiler
1159506795,041228413,Auge
1159506795,041127048,Beleuchtung
1159506795,04061557X,Ultraschalldiagnostik
1159506795,041506340,Dreidimensionale Rekonstruktion
1159569703,041604938,Holstein-Friesian-Rind
1159569703,041647386,Kolostrum
1159570272,04024654X,Herzinfarkt
1159570272,042327679,Bedside-Methode
1159570272,948738189,Biomarker
1159570272,041863240,Troponin
1159570272,1148342079,Schwingungsmessung
1159570272,040593177,Teilchen
1159570272,95368010X,Magnetisierbarkeit
1159703426,041238575,Nutzfahrzeug
1159703426,042905656,Spiegelsystem
1159703426,041704568,Monitor
1159703426,043143342,Objekterkennung
1159703426,041357485,Peripheres Sehen
1159703426,040152499,Ergonomie
1159771383,040118827,Deutschland
1159771383,041140265,Insolvenzrecht
1159771383,040614077,Überschuldung
1159771383,04061963X,Unternehmen
1159771383,042246059,Fortführung
1159771383,040473902,Prognose
1159788839,989517357,ETFE
1159788839,041378385,Kunststofffolie
1159788839,042003393,Strukturierung
1159788839,041748212,Plasmaätzen
1159788839,040370356,Magnetron
1159788839,042045304,Nanostruktur
1159788839,042192218,Oberflächeneigenschaft
1159788839,041238877,Optische Eigenschaft
1159788839,042450748,Witterungsbeständigkeit
1159879516,040545989,Serbien
1159879516,977595927,Postkommunismus
1159879516,040369668,Magie
1159879516,041964683,Ambivalenz
1159879516,041139070,Hexenglaube
1159900604,040400565,Mongolei
1159900604,041905598,Zecken
1159900604,945391315,Krankheitsübertragung
1159900604,040500616,Rind
1159980764,004816730,Universität Heidelberg
1159980764,042315662,Akademische Gerichtsbarkeit
1160034907,041154487,Oligosaccharide
1160034907,040043460,Ballaststoff
1160034907,041596536,Herstellung
1160034907,041752724,Polyosen
1160034907,043260950,Arabinoxylane
1160034907,042917263,Glucomannane
1160034907,041609182,Hydrolyse
1160034907,041524802,Enzymkatalyse
1160034907,042995825,Glykosidasen
1160034907,041524705,Enzymaktivität
1160035482,040118827,Deutschland
1160035482,1003532349,LGBT
1160035482,040272869,Interessenverband
1160035482,040164187,Familienpolitik
1160035482,041205006,Interessenvertretung
1160035482,041575253,Gleichstellung
1160035482,041204638,Homosexuelles Paar
1160087881,040163199,Fahrwerk
1160087881,042684897,Federbein
1160087881,966502116,Aktive Federung
1160087881,1120622255,Vertikaldynamik
1160087881,041988000,Fahrbahnunebenheit
1160087881,040004570,Adaptivregelung
1160087881,041307593,Kalman-Filter
1160087881,042106893,Parameteridentifikation
1160087881,042090377,Prüfstand
1160087881,042436885,Fahrtest
1160235864,040473473,Produktion
1160235864,043264646,Nachhaltigkeit
1160235864,040275566,Investition
1160235864,041242610,Strategisches Management
1160235864,991519752,Ökoeffizienz
1160302677,041132920,Deutsch
1160302677,040504794,Roman
1160302677,041529677,Erzähler
1160302677,041951387,Unzuverlässigkeit
1160302677,042075602,Religion
1160303673,941975576,Penicillium verrucosum
1160303673,043242278,Penicillium expansum
1160303673,1328712400,Penicillium citrinum
1160303673,948558423,Citrinin
1160303673,040069028,Biosynthese
1160303673,040348962,Lebensmittelmikrobiologie
1160303673,040024059,Apfel
1160303673,949451568,Kolonisierung
1160303673,043242278,Penicillium expansum
1160303673,948558423,Citrinin
1160303673,040069028,Biosynthese
1160311692,040396770,Mitteleuropa
1160311692,043025145,Jungpleistozän
1160311692,040313239,Knochenfund
1160311692,040455033,Pferd
1160311692,042645689,Variabilität
1160311692,040792153,Westeuropa
1160381194,040550729,Simulation
1160381194,041360850,Ordnungsreduktion
1160381194,042284937,Rechenzeit
1160381194,041269047,Strukturmechanik
1160381194,041838114,Strukturoptimierung
1160381194,040172333,Finite-Elemente-Methode
1160381194,945798784,Rapid Prototyping
1160443610,040635147,Vietnam
1160443610,040171027,Film
1160443610,041136179,Frau
1160443734,040190366,Futurismus
1160443734,040171027,Film
1160514003,947236961,Data-Warehouse-Konzept
1160514003,04325683X,Prozesskette
1160514003,942388445,Prozessmanagement
1160514003,963781227,SOM
1160514003,040693864,Betriebliches Informationssystem
1160515751,040455033,Pferd
1160515751,041557743,Futterzusatz
1160515751,04180872X,Selen
1160515751,042087333,Omega-3-Fettsäuren
1160515751,041672542,Leinöl
1160515751,041427297,Antioxidans
1160515751,04057699X,Stoffwechsel
1160595593,040118827,Deutschland
1160595593,041260023,Doping
1160595593,040563995,Sportler
1160595593,040591077,Tatbestand
1160595674,1010031252,Guided imagery and music
1160595674,040764184,Psychosomatik
1160595674,041829476,Stationäre Behandlung
1160595674,1010031252,Guided imagery and music
1160684545,040261700,Humor
1160684545,042026466,Stressbewältigung
1160684545,04131557X,Übung
1160684545,040710343,Evaluation
1160753539,040359646,Literatur
1160753539,04049716X,Rezeption
1160753539,040354415,Leser
1160753539,1017248516,Theory of mind
1160784744,041699165,Milchkuh
1160784744,041535286,Färse
1160784744,042220750,Trockenstellen
1160784744,041231678,Euterkrankheit
1160784744,040763080,Prävention
1160874824,04060294X,Tod
1160874824,041358899,Selbstbestimmung
1160874824,040778770,Sterbehilfe
1160874824,040544230,Suizid
1160874824,040746720,Medizinische Ethik
1160874824,040118827,Deutschland
1160874824,040538818,Schweiz
1160874824,040422038,Niederlande
1160874824,040778770,Sterbehilfe
1160874824,040746720,Medizinische Ethik
1160875197,995791562,Eisenpnictide
1160875197,041406168,Kristallzüchtung
1160875197,042001900,Hochtemperatursupraleitung
1160877009,04022354X,Grundschulunterricht
1160877009,942054261,Lernwerkstatt
1160877009,100072185X,Inklusive Pädagogik
1160877009,040379493,Mathematikunterricht
1160877009,940894637,Pascal-Zahlendreieck
1161007962,040118827,Deutschland
1161007962,041136810,Gefahrenabwehr
1161007962,042268508,Abschiebung
1161096809,040118827,Deutschland
1161096809,040127753,Dorf
1161096809,040163970,Familie
1161096809,04121353X,Geschlechtliche Arbeitsteilung
1161096809,041709012,Mutterrolle
1161096809,040340260,Ländlicher Raum
1161096809,957627521,Soziale Konstruktion
116111498X,040146030,Empfindung
116111498X,040600874,Tiere
116111498X,041695569,Metaethik
116111498X,040709140,Erkenntnistheorie
1161339477,04133549X,Hypoxie
1161339477,041952227,Postischämiesyndrom
1161339477,041273273,Herzmuskelzelle
1161470190,040251888,Hochbau
1161470190,975887807,Ausführungsplanung
1161470190,041227514,Ablaufplanung
1161470190,040595048,Terminplanung
1161470190,942388445,Prozessmanagement
1161470190,040474410,Projektmanagement
1161470190,041332326,Störung
1161470190,041370422,Risikoanalyse
1161470190,040325903,Kostenplanung
1161470190,041264576,Qualitätssicherung
116148079X,041282272,Insel
116148079X,040147363,Energieversorgung
116148079X,040648117,Wasserversorgung
116148079X,04166843X,Lastverteilung
1161529667,040162788,Fahrdynamik
1161529667,040550729,Simulation
1161529667,041873572,Validierung
1161529667,041264576,Qualitätssicherung
1161530460,040118827,Deutschland
1161530460,961739223,Social Media
1161530460,1242484655,Plattform
1161530460,04001276X,Allgemeine Geschäftsbedingungen
1161530460,040676013,Zensur
1161530460,040384632,Meinungsfreiheit
1161530460,040384616,Meinungsbildung
1161606696,040274845,Intersexualität
1161606696,040305503,Kind
1161606696,040288595,Jugend
1161606696,04204152X,Entscheidungsträger
1161606696,041982339,Ärztliche Behandlung
1161606696,040746720,Medizinische Ethik
1161606696,040305503,Kind
1161606696,040747255,Menschenrecht
1161606696,040543900,Selbstbestimmungsrecht
1161606696,041982339,Ärztliche Behandlung
1161606696,040746720,Medizinische Ethik
1161606971,040675505,Plasmamembran
1161606971,040742598,Lipoproteide
1161606971,944025560,Src-Proteine
1161606971,043239897,Ras-Proteine
1161606971,041472152,Calmodulin
1161606971,040649377,Wechselwirkung
1161606971,042909589,Fluoreszenzmikroskopie
116167070X,040768996,Russland
116167070X,04072560X,Hochschule
116167070X,040510387,Russisch
116167070X,959344357,Website
116167070X,040596648,Textsorte
116167070X,04049716X,Rezeption
116167070X,041385349,Benutzer
116167120X,1240784643,Plasmonik
116167120X,940900343,MIR
116167120X,041356446,Germanium
116167120X,042058112,Mikromechanik
116167120X,040420965,Nichtlineare Optik
1161671498,1062915038,Emotionsregulation
1161671498,040689433,Aufmerksamkeit
1161729461,964381699,Supply Chain Management
1161729461,1017203326,Reifegradmodell
1161741917,040157016,Europa
1161741917,946337853,Regionalbahn
1161741917,040629554,Verkehrspolitik
1161741917,961720069,Governance
1161741917,042059755,Netzwerkanalyse
1161846018,040626237,Verbindungshalbleiter
1161846018,041475410,Chalkogenide
1161846018,041753836,Porphyrine
1161846018,946751188,Photostrom
1161846018,041745183,Photolumineszenzspektroskopie
1161846530,955537460,TCM-Klinik Kötzting
1161846530,041316894,Vegetative Dystonie
1161846530,042374480,Funktionelle Störung
1161846530,041132157,Chinesische Medizin
1161846530,041642228,Klinisch-psychologischer Test
1161942572,040118827,Deutschland
1161942572,040352633,Leitender Angestellter
1161942572,040334139,Kündigungsschutz
1161943862,11854764X,Heemskerck
1161943862,118891456,Walden
1161943862,118631365,Werefkin
1161943862,118585525,Münter
1161943862,118763423,Uhden
1161943862,95004718X,Sturm
1161945091,041230426,Dauermagneterregter Gleichstrommotor
1161945091,041648315,Kommutatormotor
1161945091,042722977,Kommutierung
1161945091,041644913,Kohlebürste
1161945091,040608476,Tribologie
1161945091,042937418,Kontakt
1161945091,040631532,Verschleiß
1161945091,041938127,Elektrische Eigenschaft
1161945091,042179610,Mechanische Eigenschaft
1161945091,042090377,Prüfstand
1162056568,040336816,Kunststoffbauteil
1162056568,040141624,Elastomer
1162056568,1152412760,Thermomechanische Belastung
1162056568,960832882,Schadensakkumulation
1162056568,040172333,Finite-Elemente-Methode
1162056568,040348377,Lebensdauer
1162134372,951469819,Moholy-Nagy
1162134372,1261369629,Lisickij
1162134372,040674614,Zeit
1162156678,041456297,Biologischer Landbau
1162156678,040682846,Zwischenfruchtbau
1162156678,042800145,Konservierende Bodenbearbeitung
1162189886,040059405,Berufssport
1162189886,040352544,Leistungssport
1162189886,042030692,Drop-out
1162189886,042026229,Nachwuchsförderung
1162189886,040403645,Motivation
1162189940,041711114,Nagetiere
1162189940,041293584,Hirnrinde
1162189940,980147638,Extrazelluläre Matrix
1162189940,041257537,Lernerfolg
1162190027,040122115,Dieselmotor
1162190027,041977009,Dieselkraftstoff
1162190027,041265157,Einspritzung
1162190027,040676870,Zerstäubung
1162190027,041258797,Gemischbildung
1162190027,040626563,Verbrennung
1162190027,041273478,Brennkammer
1162190027,040683257,Zylinder
1162190027,041296109,Strömungsmesstechnik
1162190027,96473222X,Numerische Strömungssimulation
1162193514,04130621X,Tuberkulose
1162193514,040022722,Antigen
1162193514,040266559,Impfstoff
1162193514,041222628,Liposom
1162193514,042781965,Arzneistoffträger
116227865X,041274989,Fußdeformität
116227865X,042080363,Fußsohle
116227865X,040068803,Biomechanik
116227865X,041216067,Scanning
116227865X,041726677,Optische Messtechnik
1162358203,040261816,Hund
1162358203,041786327,Rückenmarksverletzung
1162358203,040416410,Nervenregeneration
1162358203,041367219,Gliazelle
1162358203,042311896,Schwann-Zelle
1162358203,040675475,Zellkultur
1162358297,041509765,Eber
1162358297,040561674,Sperma
1162358297,042211743,Spermaplasma
1162358297,041142799,Konservierung
1162358297,041255682,Konzentration
1162358297,041146387,Motilität
1162451076,959740988,Inconel 718
1162451076,042791340,Laserablation
1162451076,04222151X,Ultrakurzzeitlaser
1162451076,943048672,Schnittgeschwindigkeit
1162451076,041307224,Laserimpuls
1162451076,040649377,Wechselwirkung
1162451076,041289978,Werkstück
1162451076,041289889,Rauigkeit
1162451076,041888715,Wärmespeicherung
1162451076,041366077,Prozessanalyse
1162496460,955952638,Galectine
1162496460,040266419,Immunsuppression
1162496460,041273877,T-Lymphozyt
1162496460,041864336,Tumorzelle
1162496460,040649377,Wechselwirkung
1162496479,960374523,Darmwandnervensystem
1162496479,04067536X,Zelldifferenzierung
1162496479,040385752,Membrantransport
1162496479,041146387,Motilität
1162498552,042263824,Technische Oberfläche
1162498552,042793238,Funktionalisierung
1162498552,042003393,Strukturierung
1162498552,042791340,Laserablation
1162498552,04222151X,Ultrakurzzeitlaser
1162498552,940832763,Vielstrahlinterferenz
1162498757,040656047,Werkzeugmaschine
1162498757,041887085,Vorschubantrieb
1162498757,041396669,Achse
1162498757,042025850,Aktive Schwingungsdämpfung
1162498757,040340767,Lageregelung
1162498757,940307545,Optimalwertregelung
1162498757,041774477,Reglerentwurf
1162498757,041517954,Elektrofahrzeug
1162498757,94910938X,Triebstrang
1162498757,040129373,Drehschwingung
1162498757,042025850,Aktive Schwingungsdämpfung
1162498757,940307545,Optimalwertregelung
1162498757,041774477,Reglerentwurf
1162503440,040352358,Leistungselektronik
1162503440,041695992,Metallisieren
1162503440,041291832,Verbindungstechnik
1162503440,042325943,Bonden
1162503440,040740242,Laserschweißen
1162503440,972522166,Laserschmelzen
1162503440,040598160,Thermische Belastung
1162503440,041773063,Reduktion
1162503440,042789257,Prozessentwicklung
1162503440,040270890,Innovation
1162550600,040481905,Radioaktiver Abfall
1162550600,041303180,Kernbrennstoff
1162550600,041690257,Masse
1162550600,041716388,Neutronenemission
1162550600,041653467,Korrelationsmessung
1162620749,998904597,Synthetische Biologie
1162620749,041524802,Enzymkatalyse
1162620749,040414183,Naturstoff
1162620749,042773539,Rekombinantes Protein
1162620749,041596536,Herstellung
1162620749,042789257,Prozessentwicklung
1162620749,998904597,Synthetische Biologie
1162620749,041810805,Sesquiterpene
1162620749,041596536,Herstellung
1162621125,043160875,Mangansilicide
1162621125,1137028114,Magnetisches Skyrmion
